Begin Time - ss.msec	Begin Time - msec	End Time - ss.msec	End Time - msec	Duration - ss.msec	Duration - msec	*CXN	*OLF	*NOF	*SIL	*TVF	*CXF	*MAN	*CHN	*TVN	*FAF	*MAF	*NON	*CHF	*FAN	*OLN	
42858.63	42858630	42859.88	42859880	1.25	1250															
42863.18	42863180	42863.98	42863980	0.8	800															
42863.98	42863980	42866.2	42866200	2.22	2220															
42866.2	42866200	42867.67	42867670	1.47	1470															
42868.67	42868670	42869.7	42869700	1.03	1030															
42869.7	42869700	42875.53	42875530	5.83	5830															
42875.53	42875530	42876.4	42876400	0.87	870															
42876.4	42876400	42878.4	42878400	2.0	2000															
42878.4	42878400	42881.06	42881060	2.66	2660															
42903.61	42903610	42904.41	42904410	0.8	800															
42907.55	42907550	42908.35	42908350	0.8	800															
42908.35	42908350	42910.94	42910940	2.59	2590															
42910.94	42910940	42911.85	42911850	0.91	910															
42911.85	42911850	42918.95	42918950	7.1	7100															
42918.95	42918950	42919.75	42919750	0.8	800															
42919.75	42919750	42926.11	42926110	6.36	6360															
42926.11	42926110	42927.01	42927010	0.9	900															
42927.01	42927010	42931.25	42931250	4.24	4240															
42931.25	42931250	42932.05	42932050	0.8	800															
42932.05	42932050	42933.27	42933270	1.22	1220															
42933.27	42933270	42934.07	42934070	0.8	800															
42934.07	42934070	42935.72	42935720	1.65	1650															
42935.72	42935720	42942.15	42942150	6.43	6430															
42943.78	42943780	42945.51	42945510	1.73	1730															
42949.9	42949900	42954.95	42954950	5.05	5050															
42956.06	42956060	42956.86	42956860	0.8	800															
42959.35	42959350	42960.15	42960150	0.8	800															
42966.96	42966960	42967.84	42967840	0.88	880															
42969.54	42969540	42970.34	42970340	0.8	800															
42973.62	42973620	42975.13	42975130	1.51	1510															
42975.13	42975130	42983.99	42983990	8.86	8860															
42984.59	42984590	42987.89	42987890	3.3	3300															
43013.59	43013590	43014.41	43014410	0.82	820															
43015.91	43015910	43016.74	43016740	0.83	830															
43018.48	43018480	43021.37	43021370	2.89	2890															
43024.24	43024240	43025.5	43025500	1.26	1260															
43046.44	43046440	43047.66	43047660	1.22	1220															
43048.46	43048460	43049.48	43049480	1.02	1020															
43049.48	43049480	43050.9	43050900	1.42	1420															
43053.12	43053120	43270.77	43270770	217.65	217650															
43271.37	43271370	43498.45	43498450	227.08	227080															
43499.64	43499640	43500.99	43500990	1.35	1350															
43508.77	43508770	43509.81	43509810	1.04	1040															
43519.15	43519150	43520.08	43520080	0.93	930															
43527.04	43527040	43531.45	43531450	4.41	4410															
43532.52	43532520	43533.85	43533850	1.33	1330															
43538.78	43538780	43540.17	43540170	1.39	1390															
43541.17	43541170	43542.18	43542180	1.01	1010															
43543.21	43543210	43544.07	43544070	0.86	860															
43554.46	43554460	43555.94	43555940	1.48	1480															
43557.92	43557920	43560.03	43560030	2.11	2110															
43562.02	43562020	43565.18	43565180	3.16	3160															
43570.02	43570020	43571.2	43571200	1.18	1180															
43586.83	43586830	43587.7	43587700	0.87	870															
43592.04	43592040	43592.97	43592970	0.93	930															
43594.63	43594630	43595.74	43595740	1.11	1110															
43597.48	43597480	43741.78	43741780	144.3	144300															
43742.39	43742390	43895.89	43895890	153.5	153500															
43896.49	43896490	44005.48	44005480	108.99	108990															
44009.09	44009090	44108.09	44108090	99.0	99000															
44108.69	44108690	44171.92	44171920	63.23	63230															
44175.58	44175580	44263.46	44263460	87.88	87880															
44264.49	44264490	44265.54	44265540	1.05	1050															
44265.54	44265540	44275.93	44275930	10.39	10390															
44275.93	44275930	44276.76	44276760	0.83	830															
44276.76	44276760	44287.15	44287150	10.39	10390															
44287.15	44287150	44705.39	44705390	418.24	418240															
44709.28	44709280	44710.77	44710770	1.49	1490															
44710.77	44710770	44715.05	44715050	4.28	4280															
44715.05	44715050	44716.41	44716410	1.36	1360															
44716.41	44716410	44731.02	44731020	14.61	14610															
44731.02	44731020	44732.29	44732290	1.27	1270															
44733.3	44733300	44751.78	44751780	18.48	18480															
44751.78	44751780	44757.61	44757610	5.83	5830															
44781.29	44781290	44782.54	44782540	1.25	1250															
44785.22	44785220	44786.02	44786020	0.8	800															
44787.07	44787070	44787.88	44787880	0.81	810															
44788.94	44788940	44790.49	44790490	1.55	1550															
44792.15	44792150	44792.97	44792970	0.82	820															
44797.07	44797070	44797.97	44797970	0.9	900															
44801.25	44801250	44802.05	44802050	0.8	800															
44805.39	44805390	44806.19	44806190	0.8	800															
44825.7	44825700	44826.52	44826520	0.82	820															
44834.27	44834270	44835.07	44835070	0.8	800															
44836.28	44836280	44962.18	44962180	125.9	125900															
44962.18	44962180	44962.78	44962780	0.6	600															
44962.78	44962780	45091.7	45091700	128.92	128920															
45091.7	45091700	45098.63	45098630	6.93	6930															
45098.63	45098630	45099.72	45099720	1.09	1090															
45099.72	45099720	45103.55	45103550	3.83	3830															
45103.55	45103550	45104.47	45104470	0.92	920															
45104.47	45104470	45105.55	45105550	1.08	1080															
45106.47	45106470	45107.39	45107390	0.92	920															
45107.39	45107390	45119.72	45119720	12.33	12330															
45120.53	45120530	45141.67	45141670	21.14	21140															
45141.67	45141670	45142.94	45142940	1.27	1270															
45142.94	45142940	45150.55	45150550	7.61	7610															
45151.36	45151360	45155.34	45155340	3.98	3980															
45155.34	45155340	45156.53	45156530	1.19	1190															
45161.68	45161680	45180.95	45180950	19.27	19270															
45180.95	45180950	45181.79	45181790	0.84	840															
45181.79	45181790	45188.61	45188610	6.82	6820															
45188.61	45188610	45189.42	45189420	0.81	810															
45194.21	45194210	45195.03	45195030	0.82	820															
45195.03	45195030	45210.65	45210650	15.62	15620															
45211.25	45211250	45221.87	45221870	10.62	10620															
45222.67	45222670	45261.41	45261410	38.74	38740															
45261.41	45261410	45262.32	45262320	0.91	910															
45263.58	45263580	45366.24	45366240	102.66	102660															
45366.89	45366890	45367.69	45367690	0.8	800															
45367.69	45367690	45368.69	45368690	1.0	1000															
45368.69	45368690	45369.49	45369490	0.8	800															
45369.49	45369490	45376.03	45376030	6.54	6540															
45377.04	45377040	45382.57	45382570	5.53	5530															
45382.57	45382570	45383.37	45383370	0.8	800															
45383.37	45383370	45384.91	45384910	1.54	1540															
45385.71	45385710	45395.19	45395190	9.48	9480															
45395.19	45395190	45396.3	45396300	1.11	1110															
45400.21	45400210	45401.21	45401210	1.0	1000															
45405.35	45405350	45408.17	45408170	2.82	2820															
45408.17	45408170	45408.99	45408990	0.82	820															
45410.33	45410330	45411.56	45411560	1.23	1230															
45411.56	45411560	45428.0	45428000	16.44	16440															
45428.0	45428000	45428.8	45428800	0.8	800															
45431.62	45431620	45433.93	45433930	2.31	2310															
45434.93	45434930	45442.36	45442360	7.43	7430															
45444.39	45444390	45445.24	45445240	0.85	850															
45462.18	45462180	45464.31	45464310	2.13	2130															
45465.11	45465110	45466.09	45466090	0.98	980															
45471.84	45471840	45473.08	45473080	1.24	1240															
45473.08	45473080	45536.99	45536990	63.91	63910															
45536.99	45536990	45537.81	45537810	0.82	820															
45562.81	45562810	45575.24	45575240	12.43	12430															
45576.24	45576240	45581.17	45581170	4.93	4930															
45621.04	45621040	45626.45	45626450	5.41	5410															
45626.45	45626450	45627.31	45627310	0.86	860															
45627.31	45627310	45628.33	45628330	1.02	1020															
45628.33	45628330	45629.63	45629630	1.3	1300															
45629.63	45629630	45632.55	45632550	2.92	2920															
45633.35	45633350	45635.75	45635750	2.4	2400															
45639.99	45639990	45760.28	45760280	120.29	120290															
45763.76	45763760	45766.55	45766550	2.79	2790															
45768.87	45768870	45770.57	45770570	1.7	1700															
45773.41	45773410	45774.21	45774210	0.8	800															
45775.23	45775230	45776.14	45776140	0.91	910															
45776.14	45776140	45777.82	45777820	1.68	1680															
45777.82	45777820	45778.62	45778620	0.8	800															
45801.68	45801680	45805.83	45805830	4.15	4150															
45808.56	45808560	45810.32	45810320	1.76	1760															
45810.32	45810320	45834.87	45834870	24.55	24550															
45834.87	45834870	45835.68	45835680	0.81	810															
45835.68	45835680	45837.84	45837840	2.16	2160															
45838.92	45838920	45849.43	45849430	10.51	10510															
45849.43	45849430	45850.86	45850860	1.43	1430															
45852.26	45852260	45853.42	45853420	1.16	1160															
45854.39	45854390	45855.98	45855980	1.59	1590															
45855.98	45855980	45856.94	45856940	0.96	960															
45856.94	45856940	45858.04	45858040	1.1	1100															
45858.67	45858670	45860.63	45860630	1.96	1960															
45865.24	45865240	45866.04	45866040	0.8	800															
45869.1	45869100	45870.2	45870200	1.1	1100															
45871.0	45871000	45871.8	45871800	0.8	800															
45878.94	45878940	45880.35	45880350	1.41	1410															
45880.35	45880350	45998.77	45998770	118.42	118420															
46003.48	46003480	46004.91	46004910	1.43	1430															
46010.41	46010410	46013.66	46013660	3.25	3250															
46013.66	46013660	46021.12	46021120	7.46	7460															
46021.12	46021120	46021.93	46021930	0.81	810															
46022.53	46022530	46304.65	46304650	282.12	282120															
46305.25	46305250	46372.33	46372330	67.08	67080															
46380.3	46380300	46381.5	46381500	1.2	1200															
46381.5	46381500	46422.02	46422020	40.52	40520															
46422.97	46422970	46528.92	46528920	105.95	105950															
46529.55	46529550	46621.58	46621580	92.03	92030															
46627.13	46627130	46688.89	46688890	61.76	61760															
46689.94	46689940	46690.78	46690780	0.84	840															
46691.58	46691580	46693.27	46693270	1.69	1690															
46694.41	46694410	46695.48	46695480	1.07	1070															
46697.33	46697330	46698.44	46698440	1.11	1110															
46699.48	46699480	46700.64	46700640	1.16	1160															
46723.14	46723140	46724.02	46724020	0.88	880															
46726.32	46726320	46728.93	46728930	2.61	2610															
46730.62	46730620	46731.46	46731460	0.84	840															
46731.46	46731460	46737.12	46737120	5.66	5660															
46737.12	46737120	46739.13	46739130	2.01	2010															
46741.23	46741230	46742.03	46742030	0.8	800															
46742.03	46742030	46743.03	46743030	1.0	1000															
46753.53	46753530	46754.33	46754330	0.8	800															
46757.71	46757710	46758.66	46758660	0.95	950															
46764.11	46764110	46765.42	46765420	1.31	1310															
46766.91	46766910	46768.97	46768970	2.06	2060															
46770.99	46770990	46771.79	46771790	0.8	800															
46771.79	46771790	46773.16	46773160	1.37	1370															
46773.16	46773160	46777.01	46777010	3.85	3850															
46778.14	46778140	46779.61	46779610	1.47	1470															
46779.61	46779610	46780.92	46780920	1.31	1310															
46780.92	46780920	46781.91	46781910	0.99	990															
46782.73	46782730	46784.5	46784500	1.77	1770															
46785.73	46785730	46788.57	46788570	2.84	2840															
46789.37	46789370	46792.15	46792150	2.78	2780															
46798.24	46798240	46799.04	46799040	0.8	800															
46799.84	46799840	49407.4	49407400	2607.56	2607560															
49408.04	49408040	50271.55	50271550	863.51	863510															
50272.15	50272150	50534.52	50534520	262.37	262370															
50535.65	50535650	50839.3	50839300	303.65	303650															
50840.02	50840020	51028.9	51028900	188.88	188880															
51029.5	51029500	52103.85	52103850	1074.35	1074350															
52104.97	52104970	52236.0	52236000	131.03	131030															
52236.62	52236620	52621.37	52621370	384.75	384750															
52621.97	52621970	52714.66	52714660	92.69	92690															
52715.26	52715260	54128.04	54128040	1412.78	1412780															
54128.04	54128040	54129.09	54129090	1.05	1050															
54139.71	54139710	54476.58	54476580	336.87	336870															
54477.18	54477180	54843.66	54843660	366.48	366480															
54844.27	54844270	56165.31	56165310	1321.04	1321040															
56167.57	56167570	56417.52	56417520	249.95	249950															
56418.12	56418120	56523.86	56523860	105.74	105740															
56526.6	56526600	56527.4	56527400	0.8	800															
56532.32	56532320	56533.83	56533830	1.51	1510															
56534.65	56534650	56536.22	56536220	1.57	1570															
56536.22	56536220	56539.22	56539220	3.0	3000															
56539.22	56539220	56540.25	56540250	1.03	1030															
56540.25	56540250	56541.25	56541250	1.0	1000															
56541.25	56541250	56542.05	56542050	0.8	800															
56548.85	56548850	56549.85	56549850	1.0	1000															
56550.45	56550450	57599.99	57599990	1049.54	1049540															
1.65	1650	2.66	2660	1.01	1010															
79.31	79310	80.31	80310	1.0	1000															
126.57	126570	127.57	127570	1.0	1000															
148.02	148020	149.02	149020	1.0	1000															
194.16	194160	195.19	195190	1.03	1030															
246.14	246140	247.62	247620	1.48	1480															
257.63	257630	258.43	258430	0.8	800															
275.92	275920	276.92	276920	1.0	1000															
277.72	277720	279.28	279280	1.56	1560															
289.13	289130	290.13	290130	1.0	1000															
299.82	299820	301.91	301910	2.09	2090															
302.81	302810	303.99	303990	1.18	1180															
307.26	307260	308.26	308260	1.0	1000															
330.5	330500	331.83	331830	1.33	1330															
342.6	342600	343.78	343780	1.18	1180															
358.14	358140	359.14	359140	1.0	1000															
364.11	364110	364.92	364920	0.81	810															
370.4	370400	371.2	371200	0.8	800															
380.41	380410	381.41	381410	1.0	1000															
410.16	410160	411.2	411200	1.04	1040															
437.72	437720	438.72	438720	1.0	1000															
444.9	444900	446.54	446540	1.64	1640															
456.01	456010	457.22	457220	1.21	1210															
463.27	463270	464.07	464070	0.8	800															
474.0	474000	475.07	475070	1.07	1070															
488.93	488930	489.54	489540	0.61	610															
510.73	510730	512.0	512000	1.27	1270															
523.79	523790	524.79	524790	1.0	1000															
527.23	527230	528.23	528230	1.0	1000															
545.57	545570	546.49	546490	0.92	920															
563.94	563940	565.17	565170	1.23	1230															
568.29	568290	569.29	569290	1.0	1000															
578.88	578880	580.74	580740	1.86	1860															
581.55	581550	582.59	582590	1.04	1040															
606.49	606490	607.29	607290	0.8	800															
621.79	621790	622.79	622790	1.0	1000															
632.96	632960	634.28	634280	1.32	1320															
659.99	659990	661.18	661180	1.19	1190															
678.77	678770	680.49	680490	1.72	1720															
704.59	704590	705.77	705770	1.18	1180															
708.71	708710	709.53	709530	0.82	820															
725.26	725260	726.55	726550	1.29	1290															
727.93	727930	729.29	729290	1.36	1360															
743.83	743830	744.81	744810	0.98	980															
756.89	756890	757.72	757720	0.83	830															
758.79	758790	760.13	760130	1.34	1340															
772.35	772350	773.15	773150	0.8	800															
782.13	782130	783.88	783880	1.75	1750															
791.08	791080	791.9	791900	0.82	820															
812.73	812730	814.61	814610	1.88	1880															
889.18	889180	890.42	890420	1.24	1240															
891.46	891460	892.43	892430	0.97	970															
932.16	932160	933.14	933140	0.98	980															
971.11	971110	971.91	971910	0.8	800															
980.86	980860	981.87	981870	1.01	1010															
1134.8	1134800	1136.05	1136050	1.25	1250															
1140.82	1140820	1142.17	1142170	1.35	1350															
1153.08	1153080	1153.88	1153880	0.8	800															
1153.88	1153880	1154.88	1154880	1.0	1000															
1156.03	1156030	1157.07	1157070	1.04	1040															
1160.01	1160010	1160.63	1160630	0.62	620															
1175.22	1175220	1176.37	1176370	1.15	1150															
1176.37	1176370	1177.17	1177170	0.8	800															
1185.16	1185160	1185.76	1185760	0.6	600															
1190.53	1190530	1191.53	1191530	1.0	1000															
1196.07	1196070	1197.18	1197180	1.11	1110															
1208.01	1208010	1209.3	1209300	1.29	1290															
1212.33	1212330	1213.06	1213060	0.73	730															
1213.06	1213060	1214.15	1214150	1.09	1090															
1225.83	1225830	1226.63	1226630	0.8	800															
1227.47	1227470	1228.33	1228330	0.86	860															
1249.03	1249030	1250.53	1250530	1.5	1500															
1269.62	1269620	1272.71	1272710	3.09	3090															
1310.97	1310970	1311.57	1311570	0.6	600															
1341.12	1341120	1342.16	1342160	1.04	1040															
1360.11	1360110	1360.91	1360910	0.8	800															
1437.93	1437930	1438.74	1438740	0.81	810															
1444.31	1444310	1445.14	1445140	0.83	830															
1446.14	1446140	1446.94	1446940	0.8	800															
1474.44	1474440	1475.41	1475410	0.97	970															
1593.37	1593370	1594.17	1594170	0.8	800															
1597.96	1597960	1598.56	1598560	0.6	600															
1598.56	1598560	1599.38	1599380	0.82	820															
1605.77	1605770	1606.68	1606680	0.91	910															
2791.93	2791930	2793.54	2793540	1.61	1610															
3487.08	3487080	3513.35	3513350	26.27	26270															
3514.24	3514240	3517.5	3517500	3.26	3260															
3523.15	3523150	3524.15	3524150	1.0	1000															
3524.95	3524950	3549.8	3549800	24.85	24850															
3674.3	3674300	3677.4	3677400	3.1	3100															
3691.45	3691450	3705.5	3705500	14.05	14050															
3737.75	3737750	3740.64	3740640	2.89	2890															
4068.1	4068100	4068.7	4068700	0.6	600															
4294.61	4294610	4295.21	4295210	0.6	600															
4676.12	4676120	4688.6	4688600	12.48	12480															
4874.69	4874690	4886.81	4886810	12.12	12120															
4911.65	4911650	4915.29	4915290	3.64	3640															
4924.67	4924670	4925.68	4925680	1.01	1010															
4939.29	4939290	4942.82	4942820	3.53	3530															
4944.43	4944430	4948.32	4948320	3.89	3890															
4961.19	4961190	4964.59	4964590	3.4	3400															
4971.51	4971510	4978.53	4978530	7.02	7020															
4981.3	4981300	4982.81	4982810	1.51	1510															
4984.08	4984080	4987.44	4987440	3.36	3360															
5026.31	5026310	5027.51	5027510	1.2	1200															
5222.66	5222660	5223.26	5223260	0.6	600															
5522.1	5522100	5523.11	5523110	1.01	1010															
5526.88	5526880	5534.54	5534540	7.66	7660															
5539.08	5539080	5540.94	5540940	1.86	1860															
5541.81	5541810	5543.65	5543650	1.84	1840															
5547.27	5547270	5548.3	5548300	1.03	1030															
5551.9	5551900	5553.89	5553890	1.99	1990															
5554.83	5554830	5556.49	5556490	1.66	1660															
6195.21	6195210	6203.36	6203360	8.15	8150															
6304.46	6304460	6340.07	6340070	35.61	35610															
6341.05	6341050	6352.04	6352040	10.99	10990															
6405.94	6405940	6420.65	6420650	14.71	14710															
6427.1	6427100	6428.62	6428620	1.52	1520															
6429.49	6429490	6431.03	6431030	1.54	1540															
6431.83	6431830	6446.14	6446140	14.31	14310															
6447.12	6447120	6457.33	6457330	10.21	10210															
6458.14	6458140	6459.45	6459450	1.31	1310															
6460.42	6460420	6463.03	6463030	2.61	2610															
6463.83	6463830	6466.29	6466290	2.46	2460															
6468.17	6468170	6469.48	6469480	1.31	1310															
6470.38	6470380	6471.46	6471460	1.08	1080															
6489.45	6489450	6490.45	6490450	1.0	1000															
6495.51	6495510	6496.52	6496520	1.01	1010															
6499.48	6499480	6500.52	6500520	1.04	1040															
6544.72	6544720	6556.6	6556600	11.88	11880															
6565.87	6565870	6566.87	6566870	1.0	1000															
6570.75	6570750	6571.75	6571750	1.0	1000															
6572.77	6572770	6575.35	6575350	2.58	2580															
6585.99	6585990	6587.23	6587230	1.24	1240															
6592.41	6592410	6596.42	6596420	4.01	4010															
6600.59	6600590	6608.15	6608150	7.56	7560															
6613.99	6613990	6614.99	6614990	1.0	1000															
6617.46	6617460	6619.24	6619240	1.78	1780															
6621.05	6621050	6622.22	6622220	1.17	1170															
6624.05	6624050	6626.5	6626500	2.45	2450															
6629.87	6629870	6630.97	6630970	1.1	1100															
6648.79	6648790	6650.27	6650270	1.48	1480															
6651.15	6651150	6653.37	6653370	2.22	2220															
6711.15	6711150	6712.33	6712330	1.18	1180															
6832.45	6832450	6834.04	6834040	1.59	1590															
6916.94	6916940	6917.95	6917950	1.01	1010															
7008.38	7008380	7009.38	7009380	1.0	1000															
7052.53	7052530	7053.53	7053530	1.0	1000															
7068.49	7068490	7069.49	7069490	1.0	1000															
7081.74	7081740	7082.54	7082540	0.8	800															
7136.43	7136430	7137.43	7137430	1.0	1000															
7165.34	7165340	7166.86	7166860	1.52	1520															
7213.74	7213740	7214.54	7214540	0.8	800															
7215.62	7215620	7217.57	7217570	1.95	1950															
7258.31	7258310	7259.31	7259310	1.0	1000															
7282.02	7282020	7283.42	7283420	1.4	1400															
7293.02	7293020	7294.21	7294210	1.19	1190															
7295.09	7295090	7296.09	7296090	1.0	1000															
7308.37	7308370	7309.4	7309400	1.03	1030															
7338.35	7338350	7339.16	7339160	0.81	810															
7340.87	7340870	7342.46	7342460	1.59	1590															
7343.76	7343760	7347.81	7347810	4.05	4050															
7470.67	7470670	7471.86	7471860	1.19	1190															
7482.49	7482490	7483.95	7483950	1.46	1460															
7507.28	7507280	7508.28	7508280	1.0	1000															
7526.83	7526830	7527.96	7527960	1.13	1130															
7623.1	7623100	7624.27	7624270	1.17	1170															
7704.08	7704080	7705.39	7705390	1.31	1310															
7707.07	7707070	7708.07	7708070	1.0	1000															
7756.04	7756040	7757.04	7757040	1.0	1000															
7797.54	7797540	7798.54	7798540	1.0	1000															
8537.92	8537920	8539.32	8539320	1.4	1400															
8557.68	8557680	8559.26	8559260	1.58	1580															
8573.37	8573370	8574.37	8574370	1.0	1000															
8604.21	8604210	8606.15	8606150	1.94	1940															
8611.4	8611400	8612.61	8612610	1.21	1210															
8623.22	8623220	8625.41	8625410	2.19	2190															
8631.57	8631570	8632.79	8632790	1.22	1220															
8638.48	8638480	8639.84	8639840	1.36	1360															
8640.78	8640780	8641.93	8641930	1.15	1150															
8680.67	8680670	8682.51	8682510	1.84	1840															
8687.81	8687810	8689.93	8689930	2.12	2120															
8695.85	8695850	8697.67	8697670	1.82	1820															
8711.41	8711410	8712.41	8712410	1.0	1000															
8726.05	8726050	8728.24	8728240	2.19	2190															
8730.47	8730470	8731.47	8731470	1.0	1000															
8733.92	8733920	8735.78	8735780	1.86	1860															
8736.63	8736630	8737.67	8737670	1.04	1040															
8773.2	8773200	8774.2	8774200	1.0	1000															
8777.7	8777700	8778.72	8778720	1.02	1020															
8790.09	8790090	8791.81	8791810	1.72	1720															
8797.51	8797510	8798.7	8798700	1.19	1190															
8802.92	8802920	8803.93	8803930	1.01	1010															
8807.9	8807900	8809.94	8809940	2.04	2040															
8813.66	8813660	8815.87	8815870	2.21	2210															
8951.39	8951390	8952.49	8952490	1.1	1100															
9034.64	9034640	9036.05	9036050	1.41	1410															
9274.77	9274770	9275.85	9275850	1.08	1080															
9288.41	9288410	9290.36	9290360	1.95	1950															
9291.97	9291970	9292.97	9292970	1.0	1000															
9389.99	9389990	9391.06	9391060	1.07	1070															
9393.65	9393650	9394.65	9394650	1.0	1000															
9395.45	9395450	9397.37	9397370	1.92	1920															
9413.74	9413740	9414.74	9414740	1.0	1000															
9415.58	9415580	9416.72	9416720	1.14	1140															
9467.78	9467780	9468.9	9468900	1.12	1120															
9509.28	9509280	9510.72	9510720	1.44	1440															
9561.54	9561540	9563.06	9563060	1.52	1520															
9565.32	9565320	9566.51	9566510	1.19	1190															
9632.02	9632020	9634.72	9634720	2.7	2700															
9707.78	9707780	9708.78	9708780	1.0	1000															
9716.94	9716940	9720.19	9720190	3.25	3250															
9721.43	9721430	9723.6	9723600	2.17	2170															
9725.06	9725060	9737.74	9737740	12.68	12680															
9758.97	9758970	9760.14	9760140	1.17	1170															
9770.73	9770730	9775.64	9775640	4.91	4910															
9782.61	9782610	9787.83	9787830	5.22	5220															
9788.9	9788900	9789.9	9789900	1.0	1000															
9801.8	9801800	9802.95	9802950	1.15	1150															
9816.71	9816710	9818.3	9818300	1.59	1590															
9819.59	9819590	9822.45	9822450	2.86	2860															
9850.02	9850020	9851.02	9851020	1.0	1000															
9923.69	9923690	9924.29	9924290	0.6	600															
9926.85	9926850	9927.71	9927710	0.86	860															
9930.19	9930190	9931.19	9931190	1.0	1000															
9933.26	9933260	9934.8	9934800	1.54	1540															
9962.64	9962640	9967.92	9967920	5.28	5280															
9974.68	9974680	9976.64	9976640	1.96	1960															
9984.1	9984100	9986.35	9986350	2.25	2250															
9993.02	9993020	9994.13	9994130	1.11	1110															
9995.13	9995130	9997.58	9997580	2.45	2450															
10015.99	10015990	10017.21	10017210	1.22	1220															
10181.07	10181070	10182.09	10182090	1.02	1020															
10220.76	10220760	10221.76	10221760	1.0	1000															
10222.99	10222990	10224.48	10224480	1.49	1490															
10226.96	10226960	10230.15	10230150	3.19	3190															
10231.94	10231940	10232.96	10232960	1.02	1020															
10236.05	10236050	10241.23	10241230	5.18	5180															
10242.63	10242630	10243.71	10243710	1.08	1080															
10245.19	10245190	10247.01	10247010	1.82	1820															
10250.5	10250500	10265.27	10265270	14.77	14770															
10266.33	10266330	10271.34	10271340	5.01	5010															
10306.3	10306300	10307.58	10307580	1.28	1280															
10317.61	10317610	10318.78	10318780	1.17	1170															
10321.13	10321130	10323.48	10323480	2.35	2350															
10343.11	10343110	10344.96	10344960	1.85	1850															
10346.52	10346520	10347.52	10347520	1.0	1000															
10360.72	10360720	10361.72	10361720	1.0	1000															
10386.34	10386340	10387.53	10387530	1.19	1190															
10388.28	10388280	10389.51	10389510	1.23	1230															
10391.66	10391660	10392.66	10392660	1.0	1000															
10396.85	10396850	10398.72	10398720	1.87	1870															
10427.2	10427200	10428.91	10428910	1.71	1710															
10457.8	10457800	10461.26	10461260	3.46	3460															
10528.44	10528440	10529.64	10529640	1.2	1200															
10545.87	10545870	10546.87	10546870	1.0	1000															
10583.28	10583280	10584.28	10584280	1.0	1000															
10701.12	10701120	10702.26	10702260	1.14	1140															
10747.01	10747010	10749.2	10749200	2.19	2190															
10807.56	10807560	10810.11	10810110	2.55	2550															
11264.81	11264810	11266.39	11266390	1.58	1580															
11268.8	11268800	11271.82	11271820	3.02	3020															
11279.69	11279690	11280.74	11280740	1.05	1050															
11289.34	11289340	11290.65	11290650	1.31	1310															
11291.65	11291650	11294.02	11294020	2.37	2370															
11295.04	11295040	11296.08	11296080	1.04	1040															
11297.19	11297190	11299.15	11299150	1.96	1960															
11299.79	11299790	11300.79	11300790	1.0	1000															
11301.91	11301910	11303.66	11303660	1.75	1750															
11306.64	11306640	11313.81	11313810	7.17	7170															
11324.59	11324590	11325.95	11325950	1.36	1360															
11341.45	11341450	11346.55	11346550	5.1	5100															
11349.68	11349680	11350.7	11350700	1.02	1020															
11360.79	11360790	11364.87	11364870	4.08	4080															
11369.9	11369900	11372.37	11372370	2.47	2470															
11377.07	11377070	11380.34	11380340	3.27	3270															
11381.47	11381470	11383.07	11383070	1.6	1600															
11398.69	11398690	11399.78	11399780	1.09	1090															
11412.11	11412110	11413.23	11413230	1.12	1120															
11477.79	11477790	11479.13	11479130	1.34	1340															
11494.71	11494710	11495.71	11495710	1.0	1000															
11517.09	11517090	11518.1	11518100	1.01	1010															
11579.18	11579180	11580.29	11580290	1.11	1110															
11631.54	11631540	11632.98	11632980	1.44	1440															
11664.22	11664220	11668.28	11668280	4.06	4060															
11669.08	11669080	11671.95	11671950	2.87	2870															
11672.95	11672950	11676.89	11676890	3.94	3940															
11677.97	11677970	11688.66	11688660	10.69	10690															
11689.5	11689500	11692.74	11692740	3.24	3240															
11712.99	11712990	11713.99	11713990	1.0	1000															
11805.5	11805500	11806.52	11806520	1.02	1020															
11835.77	11835770	11836.97	11836970	1.2	1200															
11837.99	11837990	11839.0	11839000	1.01	1010															
11867.74	11867740	11868.74	11868740	1.0	1000															
11878.88	11878880	11880.05	11880050	1.17	1170															
11881.27	11881270	11883.1	11883100	1.83	1830															
11884.24	11884240	11885.24	11885240	1.0	1000															
11886.94	11886940	11888.82	11888820	1.88	1880															
11890.23	11890230	11891.29	11891290	1.06	1060															
11894.09	11894090	11897.27	11897270	3.18	3180															
11900.43	11900430	11901.97	11901970	1.54	1540															
11906.14	11906140	11907.14	11907140	1.0	1000															
11926.96	11926960	11928.29	11928290	1.33	1330															
11929.1	11929100	11937.13	11937130	8.03	8030															
11937.94	11937940	11941.14	11941140	3.2	3200															
12102.91	12102910	12103.51	12103510	0.6	600															
12107.64	12107640	12108.65	12108650	1.01	1010															
12112.53	12112530	12113.33	12113330	0.8	800															
12118.68	12118680	12120.22	12120220	1.54	1540															
12265.18	12265180	12266.22	12266220	1.04	1040															
12271.0	12271000	12271.8	12271800	0.8	800															
12272.43	12272430	12273.44	12273440	1.01	1010															
12299.58	12299580	12300.58	12300580	1.0	1000															
12303.78	12303780	12304.6	12304600	0.82	820															
12307.52	12307520	12308.65	12308650	1.13	1130															
12310.14	12310140	12311.33	12311330	1.19	1190															
12484.58	12484580	12485.41	12485410	0.83	830															
12530.52	12530520	12531.12	12531120	0.6	600															
12545.56	12545560	12547.9	12547900	2.34	2340															
